luminosity,N,P,K,ph,EC,humidity,temperature,score,soil_quality
711.1,125.7,47.5,173.6,6.95,0.97,57.95,17.53,70.83,Healthy
343.8,26.2,12.8,51.4,4.57,0.23,11.16,28.01,31.53,Poor
925.3,157.4,61.0,189.3,6.34,1.05,61.2,21.45,80.06,Healthy
735.6,200.9,49.3,206.1,6.91,1.69,60.72,21.05,76.75,Healthy
330.6,23.0,19.2,27.7,5.12,0.28,23.06,15.88,36.9,Poor
284.2,16.9,7.5,22.8,5.06,0.39,29.98,29.75,38.04,Poor
311.0,57.5,35.9,130.1,8.14,1.95,47.93,26.58,49.87,Moderate
603.7,54.7,24.5,74.6,8.0,1.38,42.21,13.84,47.54,Moderate
467.6,138.3,25.7,107.7,6.32,0.93,24.81,33.45,58.82,Moderate
459.0,77.7,40.5,127.2,5.14,0.84,63.83,13.6,54.2,Moderate
574.1,127.4,46.8,96.6,6.93,0.86,26.37,31.95,58.82,Moderate
399.7,56.2,30.4,114.9,7.48,1.78,50.77,29.44,55.3,Moderate
402.8,36.4,2.1,12.5,4.38,0.22,13.75,17.67,28.1,Poor
831.7,173.4,58.6,176.7,6.09,0.88,62.27,21.66,76.5,Healthy
61.4,37.5,4.7,46.2,4.02,0.55,24.25,25.03,30.39,Poor
287.4,18.9,19.2,18.4,3.96,0.55,20.86,14.36,26.09,Poor
444.4,145.5,77.7,239.0,6.59,1.23,56.06,17.16,77.57,Healthy
455.0,156.6,51.1,179.1,6.04,1.13,65.4,18.87,71.28,Healthy
119.0,8.5,5.9,49.8,3.83,0.52,28.79,37.97,24.32,Poor
284.3,38.2,10.9,23.2,4.85,0.22,33.87,30.93,37.05,Poor
302.0,36.3,12.7,13.0,4.89,0.52,14.89,36.58,31.16,Poor
443.2,33.9,18.9,57.7,5.16,0.19,32.23,10.34,38.63,Poor
83.0,29.3,19.8,15.0,4.69,0.19,35.93,22.71,37.36,Poor
858.1,75.2,41.5,136.6,6.26,1.41,24.12,29.61,62.21,Moderate
282.0,8.6,17.3,46.9,4.66,0.58,31.95,30.94,36.31,Poor
670.3,107.1,42.7,101.1,6.57,0.54,24.04,26.83,62.23,Moderate
436.0,53.7,50.3,121.9,8.13,1.07,49.41,22.36,54.67,Moderate
709.0,58.7,69.7,171.1,6.31,1.2,75.81,21.21,71.12,Healthy
627.8,99.6,45.7,119.7,7.65,1.49,54.0,29.54,60.33,Moderate
501.8,149.6,74.6,241.1,5.92,0.83,64.85,18.67,72.82,Healthy
517.3,93.7,56.0,132.8,4.99,0.92,45.19,30.99,54.57,Moderate
224.5,38.6,5.4,56.3,5.55,3.56,33.45,38.82,34.13,Poor
697.4,114.2,79.5,159.0,6.12,1.4,60.1,20.26,74.56,Healthy
647.2,51.8,30.6,148.6,6.11,1.16,26.72,21.44,60.87,Moderate
690.6,188.1,51.8,171.5,6.88,0.81,47.36,15.83,70.22,Healthy
590.0,121.8,78.6,166.2,6.66,1.08,67.5,28.01,74.69,Healthy
522.5,43.1,20.3,103.2,8.22,1.51,41.3,22.47,48.62,Moderate
400.6,75.5,55.1,78.3,5.19,0.75,60.07,17.05,55.77,Moderate
313.9,87.6,44.6,139.1,5.0,0.77,64.07,23.35,57.46,Moderate
399.1,97.9,39.7,98.4,7.59,1.58,68.25,22.15,58.99,Moderate
206.4,7.4,16.3,62.6,4.12,0.22,29.74,18.94,30.39,Poor
488.9,114.7,57.2,124.1,6.35,1.3,40.17,35.58,64.36,Moderate
113.6,25.2,17.8,20.6,4.75,0.25,17.82,29.49,31.84,Poor
845.1,167.5,81.3,241.5,6.43,1.6,65.88,15.04,78.74,Healthy
884.0,117.3,43.6,121.8,6.19,1.31,79.26,19.76,68.27,Healthy
566.3,113.7,37.8,152.1,6.99,1.55,68.65,24.47,68.4,Healthy
587.6,85.3,33.3,154.0,6.22,1.06,32.23,34.03,60.58,Moderate
503.8,27.6,56.2,140.2,7.04,1.33,62.57,20.29,65.56,Healthy
501.6,62.8,43.9,108.1,7.75,1.48,55.39,14.58,55.03,Moderate
944.9,168.5,52.5,219.7,6.63,1.43,46.26,21.23,77.9,Healthy
762.6,133.5,56.8,208.7,6.41,1.67,59.59,21.69,77.94,Healthy
408.2,5.7,12.0,44.6,4.47,0.6,34.34,24.19,38.8,Poor
700.6,159.6,78.0,142.7,6.33,1.59,60.62,19.26,76.36,Healthy
220.8,37.8,23.7,79.5,5.14,0.66,94.71,13.27,39.83,Poor
592.0,88.2,16.5,81.5,7.38,1.97,45.16,28.13,55.25,Moderate
147.0,62.6,7.2,86.3,5.55,3.05,25.18,38.27,36.09,Poor
346.1,37.5,12.8,42.4,3.95,0.52,20.15,11.3,25.86,Poor
439.9,37.0,11.9,31.9,5.23,0.6,25.72,12.79,39.25,Poor
545.9,36.2,44.1,134.4,6.64,1.08,70.11,25.22,68.1,Healthy
1009.1,100.2,38.7,176.0,6.76,1.63,71.51,23.9,72.83,Healthy
878.2,119.5,57.1,181.8,6.54,1.1,73.4,22.82,76.58,Healthy
749.1,183.3,56.2,243.4,6.52,0.93,60.91,20.98,82.05,Healthy
496.6,22.3,9.7,57.0,4.99,0.32,18.14,28.77,37.72,Poor
641.8,30.8,59.6,129.7,6.19,0.65,69.23,27.98,65.13,Healthy
504.0,70.9,46.6,143.2,7.18,0.99,45.04,17.89,61.15,Moderate
770.8,99.9,53.1,78.3,7.25,0.94,20.53,26.76,57.39,Moderate
767.6,61.1,50.5,113.1,6.28,0.95,28.26,28.3,62.5,Moderate
547.8,33.4,2.4,29.4,5.09,0.49,35.39,8.08,37.44,Poor
767.8,58.7,20.9,101.7,7.69,1.88,59.8,18.98,56.87,Moderate
554.3,69.5,43.3,107.4,7.57,1.73,67.79,29.39,57.35,Moderate
457.8,17.3,2.4,51.0,4.25,0.39,30.62,11.28,29.47,Poor
423.8,56.7,31.0,125.5,6.77,1.31,60.9,17.79,65.64,Healthy
614.7,41.5,67.2,126.5,6.76,1.37,70.7,26.81,68.01,Healthy
792.8,38.4,68.6,144.0,6.56,0.71,55.98,23.63,73.0,Healthy
408.8,170.1,42.1,219.6,6.73,1.55,73.94,16.07,69.77,Healthy
538.4,148.9,41.4,137.9,6.82,1.78,74.74,27.24,67.3,Healthy
934.0,101.1,71.7,151.8,6.28,1.91,69.16,21.73,72.68,Healthy
571.9,196.8,57.5,160.2,5.79,1.05,62.36,21.38,73.02,Healthy
411.1,128.2,87.1,211.8,6.64,1.04,48.88,23.91,76.93,Healthy
60.2,16.0,4.5,42.7,4.57,0.27,14.07,28.49,28.95,Poor
687.9,103.3,37.6,125.8,7.73,1.58,65.96,24.1,62.07,Moderate
763.9,109.5,72.1,148.3,6.92,0.92,59.06,25.9,73.93,Healthy
659.9,196.4,64.0,176.5,5.97,1.16,45.54,16.02,71.15,Healthy
297.4,46.8,36.2,79.4,8.38,1.35,65.48,31.26,47.28,Moderate
315.9,75.3,35.8,82.5,8.17,1.44,64.93,25.65,53.01,Moderate
895.6,120.5,48.5,146.6,5.77,1.86,67.71,26.71,67.27,Healthy
676.2,126.9,43.5,246.9,7.15,1.2,49.31,21.61,71.85,Healthy
244.8,10.9,7.5,69.2,3.94,0.24,10.56,18.54,24.62,Poor
834.2,161.1,42.3,151.6,6.58,1.47,65.89,26.75,76.02,Healthy
460.0,125.5,27.5,130.1,5.17,0.67,51.21,13.04,53.55,Moderate
245.1,21.9,15.0,36.5,4.16,0.49,16.24,38.6,23.92,Poor
471.0,87.0,17.5,127.5,8.13,2.06,55.26,17.46,50.31,Moderate
555.3,50.5,51.3,112.8,7.93,1.28,62.52,17.55,56.69,Moderate
334.5,63.5,75.0,87.3,6.57,0.72,72.57,29.51,65.02,Healthy
236.4,20.1,14.9,36.9,4.19,0.21,25.85,33.44,27.72,Poor
424.5,34.4,47.0,116.2,6.61,0.87,56.0,29.34,65.72,Healthy
747.3,46.1,29.8,106.0,6.28,1.15,39.55,33.53,61.0,Moderate
280.1,72.8,51.3,126.7,4.86,0.69,36.9,12.36,45.27,Moderate
730.2,126.0,41.3,126.2,6.71,0.92,76.92,20.14,68.54,Healthy
672.9,131.9,44.2,235.3,6.61,1.89,66.37,22.23,75.03,Healthy
357.0,93.6,25.4,108.0,8.28,1.59,55.44,17.47,50.35,Moderate
570.2,92.4,61.8,130.8,6.14,0.97,55.67,22.24,70.56,Healthy
393.5,107.6,23.6,124.7,5.56,1.0,49.78,32.96,57.25,Moderate
474.0,31.1,8.5,64.4,7.81,2.9,26.62,17.59,37.83,Poor
698.5,152.3,58.9,185.7,6.95,1.14,70.21,24.52,74.68,Healthy
550.7,95.9,57.2,135.2,5.42,0.5,59.18,32.17,59.95,Moderate
507.5,85.1,50.9,93.4,7.36,1.28,30.47,27.77,56.99,Moderate
438.7,83.2,22.5,119.4,5.02,0.68,42.1,11.82,46.83,Moderate
217.2,117.9,45.6,93.1,5.04,0.79,46.48,28.0,53.21,Moderate
529.3,56.6,25.0,78.2,7.87,3.54,30.21,18.59,39.18,Poor
409.0,76.9,31.6,105.9,7.63,1.63,53.02,28.04,56.53,Moderate
722.2,80.6,38.1,80.7,6.43,0.75,32.13,22.81,64.0,Moderate
315.1,27.8,8.9,69.7,4.08,0.31,27.77,28.09,31.7,Poor
632.9,84.0,48.4,79.0,5.19,0.57,45.6,23.75,56.29,Moderate
574.0,171.0,76.0,211.5,6.64,1.47,68.31,22.05,78.39,Healthy
427.4,92.2,40.5,100.4,6.01,1.44,30.4,29.67,57.94,Moderate
401.2,168.6,83.3,160.7,6.87,1.55,42.77,18.08,69.57,Healthy
62.8,7.1,9.2,32.1,4.79,0.57,30.36,15.11,33.5,Poor
732.6,87.6,23.6,118.2,7.61,1.23,49.56,18.94,59.44,Moderate
419.5,35.8,10.9,60.5,3.9,0.36,10.91,20.23,28.17,Poor
701.8,127.5,58.7,129.6,5.37,0.51,60.37,15.83,61.94,Moderate
557.9,201.3,45.4,253.6,7.4,1.29,57.17,26.15,74.05,Healthy
654.8,95.0,38.7,92.3,8.06,1.28,47.33,23.44,56.92,Moderate
881.1,187.9,38.6,153.8,6.06,1.18,67.48,24.19,75.97,Healthy
649.3,99.6,53.2,234.2,6.99,1.76,66.87,24.88,71.58,Healthy
722.8,90.8,17.3,94.1,7.48,1.49,61.81,29.49,60.23,Moderate
407.6,87.3,42.0,105.2,5.58,0.74,62.97,14.57,57.79,Moderate
357.5,87.4,34.7,133.3,7.91,1.15,64.77,28.25,57.26,Moderate
652.8,34.2,75.5,159.1,6.9,1.28,73.59,28.84,67.09,Healthy
604.5,182.7,61.3,194.0,6.94,1.53,66.07,18.46,73.4,Healthy
864.4,108.4,41.9,158.9,6.12,1.68,58.68,20.15,71.27,Healthy
326.2,108.5,57.4,86.0,5.99,1.23,28.85,26.87,60.33,Moderate
446.9,122.0,48.7,176.7,6.89,1.49,72.75,25.19,69.35,Healthy
256.3,95.4,15.5,70.4,7.6,1.96,55.53,21.94,54.47,Moderate
457.2,57.7,77.8,174.1,6.95,0.72,73.83,28.22,65.66,Healthy
851.9,78.5,64.8,153.7,6.63,1.48,57.19,21.53,74.67,Healthy
859.8,134.6,75.9,166.8,6.15,1.76,62.91,25.95,75.53,Healthy
505.3,98.3,55.9,138.3,7.33,0.89,36.98,30.21,59.13,Moderate
129.8,38.2,2.6,12.0,4.39,0.18,14.65,28.23,27.53,Poor
224.0,31.5,17.5,66.7,4.2,0.28,28.44,30.65,31.63,Poor
565.5,169.7,46.7,179.4,7.05,0.88,44.86,19.04,68.22,Healthy
102.7,11.1,11.8,50.7,4.68,0.14,28.24,29.79,33.04,Poor
587.4,112.5,37.7,186.7,6.18,1.91,65.0,19.05,68.42,Healthy
389.3,105.2,27.8,107.9,6.69,0.83,22.87,18.07,57.78,Moderate
575.6,30.2,68.7,176.8,6.54,1.23,69.1,18.03,70.41,Healthy
444.2,126.8,45.8,116.4,5.28,1.23,37.19,19.22,56.92,Moderate
297.4,77.7,32.8,135.8,7.64,1.24,48.47,16.3,55.53,Moderate
759.5,57.5,75.3,178.7,6.39,0.84,55.86,21.74,74.38,Healthy
464.9,57.0,57.4,83.2,7.0,0.89,33.49,25.98,59.46,Moderate
668.4,180.2,43.8,176.7,7.07,0.99,62.02,17.92,71.94,Healthy
848.1,148.1,89.3,240.3,6.6,1.51,58.41,27.23,82.34,Healthy
635.0,91.8,57.9,167.1,6.11,1.02,52.82,19.81,69.99,Healthy
801.1,53.0,60.6,121.2,7.37,0.5,32.27,29.7,56.13,Moderate
469.0,153.0,46.1,170.2,7.16,0.88,51.39,26.32,68.38,Healthy
900.5,173.5,88.1,214.1,6.23,1.4,65.86,23.98,82.28,Healthy
559.4,40.8,37.7,97.3,6.78,0.94,55.17,24.45,66.53,Healthy
176.1,12.7,11.4,18.4,4.15,0.42,23.38,9.93,23.8,Poor
650.2,113.2,59.5,185.5,6.46,1.28,56.43,24.81,77.7,Healthy
560.7,110.1,29.8,129.8,7.5,0.54,24.75,28.9,52.66,Moderate
570.7,23.4,48.3,185.5,6.18,1.33,65.54,27.31,68.19,Healthy
831.4,116.1,57.4,177.5,5.65,0.94,60.49,24.49,71.66,Healthy
170.1,38.4,18.6,24.6,5.09,0.3,24.78,14.31,35.82,Poor
502.8,30.4,80.4,149.4,6.15,1.08,73.94,29.3,65.93,Healthy
688.0,98.0,64.2,143.0,6.51,1.45,54.48,18.23,72.96,Healthy
363.6,50.8,44.0,81.0,7.78,1.21,40.75,14.74,50.08,Moderate
172.2,30.9,7.3,15.5,4.97,0.4,12.91,14.14,30.81,Poor
368.4,24.5,12.1,23.7,4.65,0.46,27.26,11.9,32.25,Poor
491.9,6.4,14.4,44.0,3.84,0.14,11.5,15.43,24.06,Poor
626.2,50.3,24.4,137.9,7.21,0.72,31.08,18.2,54.78,Moderate
583.7,102.3,31.2,121.1,6.13,1.49,39.65,27.88,63.38,Moderate
519.0,171.0,71.5,161.6,6.59,1.42,67.78,26.78,76.41,Healthy
735.7,47.4,36.3,117.6,6.79,0.92,55.25,26.78,67.3,Healthy
167.0,26.8,12.4,27.7,4.94,0.46,19.02,29.94,34.7,Poor
364.1,94.4,36.8,121.7,7.9,2.16,54.86,21.13,54.39,Moderate
536.3,163.1,57.4,194.0,6.25,1.68,60.59,24.97,76.4,Healthy
147.2,21.9,3.4,59.2,4.26,0.14,34.57,34.65,28.97,Poor
329.2,68.1,50.8,95.4,4.97,0.95,60.9,13.13,52.02,Moderate
384.5,37.5,5.6,53.4,4.5,0.54,37.03,15.36,36.45,Poor
700.6,109.0,55.4,134.6,6.27,0.99,74.69,23.29,71.06,Healthy
582.3,113.7,44.0,124.9,5.56,0.47,56.78,19.25,61.82,Moderate
491.9,20.6,18.6,57.1,4.34,0.2,24.5,34.67,30.74,Poor
545.1,90.3,43.8,142.2,7.58,0.53,43.52,21.35,57.96,Moderate
313.2,16.8,26.4,38.8,7.8,2.5,36.32,9.83,36.86,Poor
724.7,124.0,56.7,145.6,6.11,1.1,76.23,20.15,69.47,Healthy
735.9,118.5,53.3,215.7,5.87,1.4,59.05,22.44,73.66,Healthy
541.3,30.5,22.0,31.4,7.96,3.38,40.5,19.89,39.31,Poor
182.8,20.0,25.0,96.1,4.99,0.51,92.25,11.83,37.44,Poor
397.7,41.5,29.9,118.0,6.49,1.42,56.63,22.05,67.79,Healthy
116.8,7.7,14.4,10.9,4.57,0.51,24.18,30.64,30.97,Poor
545.0,88.1,43.2,89.1,5.56,0.81,38.45,16.79,55.0,Moderate
480.5,91.6,19.5,78.0,7.65,1.2,42.95,15.42,52.79,Moderate
927.1,51.7,33.8,119.3,6.23,1.25,19.84,31.11,59.16,Moderate
208.2,17.4,4.4,53.5,4.63,0.43,26.69,21.84,35.66,Poor
319.7,5.1,19.7,10.1,4.02,0.58,23.68,29.37,28.5,Poor
228.9,43.4,25.9,37.7,7.93,2.83,49.41,38.5,37.89,Poor
763.2,62.9,47.5,130.0,7.75,2.08,45.46,22.56,56.81,Moderate
398.8,46.5,44.9,130.1,8.16,1.45,62.21,14.78,51.63,Moderate
452.6,62.8,24.3,93.7,8.21,2.13,65.26,14.66,46.05,Moderate
605.6,120.1,41.3,130.9,6.49,1.9,68.96,17.32,68.25,Healthy
322.3,126.8,43.1,152.7,5.7,0.41,54.22,23.25,63.8,Moderate
370.5,6.2,6.6,31.1,4.77,0.21,24.01,10.31,29.85,Poor
463.7,27.1,15.9,19.5,4.02,0.37,18.97,30.12,28.11,Poor
843.9,151.0,43.4,204.4,6.85,1.1,55.37,24.01,77.41,Healthy
873.6,99.5,68.3,192.0,6.11,2.1,64.17,23.34,73.02,Healthy
165.3,9.3,9.1,22.4,4.98,0.55,33.43,14.77,36.11,Poor
153.7,66.5,13.5,70.9,5.06,0.49,98.96,14.61,37.83,Poor
268.8,8.9,3.1,65.3,4.76,0.34,13.77,35.77,29.07,Poor
559.1,58.4,39.7,155.1,6.14,0.62,53.85,19.52,65.12,Healthy
895.6,127.6,63.5,193.8,6.9,1.56,62.35,22.59,76.23,Healthy
418.9,144.2,50.3,200.8,7.12,1.64,50.74,25.58,69.06,Healthy
488.7,73.4,21.1,118.6,8.19,2.05,56.44,16.67,49.22,Moderate
554.5,88.1,48.4,90.2,7.6,1.51,63.63,16.25,58.42,Moderate
210.0,14.8,20.0,57.2,4.87,0.2,11.04,21.83,34.23,Poor
333.5,8.8,9.9,50.9,3.99,0.49,29.96,34.12,28.1,Poor
699.5,93.8,47.2,103.9,8.0,1.77,65.77,31.01,55.29,Moderate
520.4,129.9,84.8,213.5,6.19,1.25,64.39,26.99,76.79,Healthy
251.8,7.9,3.3,34.7,3.77,0.16,14.32,28.43,24.16,Poor
741.0,68.9,42.5,81.1,7.73,1.44,58.14,22.69,60.77,Moderate
356.2,23.7,17.1,62.4,4.22,0.56,24.81,35.93,29.9,Poor
598.2,31.2,49.1,148.9,6.46,0.66,72.05,22.3,67.58,Healthy
342.1,80.4,42.3,113.5,7.55,1.89,42.47,23.91,56.28,Moderate
547.5,155.5,43.8,185.8,6.41,0.96,50.74,25.25,75.06,Healthy
679.1,110.3,63.2,115.6,6.14,0.69,28.93,24.46,64.74,Moderate
371.7,40.8,6.6,24.4,4.14,0.57,29.06,14.31,30.15,Poor
255.7,40.1,29.2,124.0,7.92,1.18,58.69,18.2,53.97,Moderate
881.2,156.6,71.5,205.8,6.75,1.82,47.14,22.84,76.23,Healthy
432.6,165.9,70.3,148.5,6.33,1.65,60.96,27.17,74.92,Healthy
324.8,13.3,15.0,58.6,3.91,0.57,33.73,34.97,29.67,Poor
698.4,80.1,21.7,78.7,7.41,2.2,60.14,16.91,56.82,Moderate
528.6,76.4,33.4,81.4,7.72,1.27,39.12,29.17,53.39,Moderate
817.8,82.5,39.3,130.4,6.32,0.67,30.58,21.0,63.94,Moderate
569.3,144.7,85.1,184.1,6.39,1.64,59.25,18.34,76.59,Healthy
509.2,74.5,44.0,108.5,6.22,1.47,31.36,34.29,57.99,Moderate
478.6,5.8,3.4,50.0,4.06,0.2,30.76,27.0,31.42,Poor
549.4,33.3,52.5,87.6,6.73,1.26,59.24,20.15,67.47,Healthy
199.0,36.8,11.6,57.8,4.69,0.57,38.65,28.57,39.89,Poor
298.8,35.3,4.9,20.8,3.86,0.3,15.51,11.09,22.07,Poor
625.7,159.6,40.3,222.4,6.3,1.41,70.22,23.26,75.9,Healthy
402.2,55.7,43.9,152.9,7.08,1.4,20.9,18.04,55.15,Moderate
434.7,33.1,17.5,25.2,4.34,0.29,35.03,33.74,33.09,Poor
944.4,151.1,55.3,219.5,5.66,1.92,73.93,20.29,68.64,Healthy
525.1,139.5,48.0,194.0,7.11,0.88,50.27,16.65,66.86,Healthy
532.6,22.9,56.6,127.4,6.69,1.25,52.87,18.73,66.71,Healthy
683.7,81.8,20.7,90.2,5.31,0.92,42.57,14.98,52.44,Moderate
93.8,30.2,5.5,13.1,4.9,0.13,29.58,32.56,32.98,Poor
562.7,196.7,62.6,177.2,7.26,0.95,69.84,17.47,69.38,Healthy
436.9,164.1,60.5,227.7,6.23,0.84,53.43,16.18,72.71,Healthy
485.4,47.6,64.7,144.3,6.24,0.88,64.68,19.26,67.74,Healthy
448.3,197.9,70.7,138.9,7.04,1.37,58.77,26.07,74.43,Healthy
220.8,30.6,12.2,70.6,4.56,0.59,9.8,12.25,28.81,Poor
572.3,124.3,64.3,119.1,6.59,1.5,59.81,24.1,75.62,Healthy
247.5,17.0,4.6,58.1,3.79,0.42,28.96,10.61,25.65,Poor
486.3,92.5,26.1,127.1,5.51,0.74,57.78,14.86,57.84,Moderate
351.5,49.4,70.9,157.2,6.55,1.03,69.3,27.22,69.87,Healthy
433.9,32.4,12.0,38.4,4.16,0.26,21.09,25.37,32.07,Poor
185.7,22.7,10.5,30.4,4.94,0.27,10.25,21.49,33.38,Poor
847.6,172.6,63.9,224.7,6.76,1.36,51.27,19.43,77.89,Healthy
728.6,129.8,85.4,197.7,6.6,1.08,52.55,24.17,79.88,Healthy
788.1,100.4,28.2,129.7,6.34,1.58,23.51,25.26,63.6,Moderate
799.4,100.6,50.5,176.7,6.81,1.26,68.99,20.86,72.51,Healthy
508.7,37.8,52.7,147.7,6.77,0.92,65.13,22.35,68.18,Healthy
271.0,105.2,53.6,92.5,4.88,0.61,64.62,25.25,54.9,Moderate
420.3,88.0,25.7,137.9,7.88,1.08,53.48,16.79,55.36,Moderate
278.9,65.3,46.4,70.2,7.69,1.43,59.42,25.08,58.26,Moderate
480.2,37.6,13.2,50.4,4.3,0.18,12.03,10.37,25.94,Poor
443.5,108.8,38.9,143.3,7.4,0.52,30.28,24.11,57.35,Moderate
793.2,100.9,63.8,152.2,6.62,1.64,83.93,16.95,67.3,Healthy
169.9,12.9,18.4,46.3,5.02,0.59,21.93,14.51,35.39,Poor
723.6,55.7,38.3,128.6,7.56,2.09,65.94,26.46,58.74,Moderate
770.4,218.3,71.6,171.8,6.5,1.66,71.76,25.7,79.85,Healthy
460.2,126.3,28.0,98.2,5.67,0.55,37.05,23.63,58.16,Moderate
648.4,154.2,57.2,195.6,6.09,1.28,53.24,24.98,75.52,Healthy
380.2,21.0,64.8,174.1,7.12,1.01,58.88,19.79,65.36,Healthy
543.1,148.1,37.3,86.8,7.35,0.75,27.58,31.18,55.02,Moderate
476.2,61.2,30.8,140.9,7.68,1.68,67.62,19.56,56.43,Moderate
406.0,55.4,34.5,114.0,7.33,0.53,21.98,19.19,49.93,Moderate
646.9,51.6,15.9,91.5,8.4,2.0,67.71,27.24,47.38,Moderate
517.3,128.2,41.8,104.2,4.83,1.11,45.11,26.5,55.57,Moderate
711.4,55.0,19.4,119.6,7.8,2.09,52.16,23.51,55.36,Moderate
210.3,15.3,10.0,73.9,7.77,3.89,24.86,36.59,29.58,Poor
600.4,126.7,43.0,129.1,5.33,0.9,48.93,12.22,57.0,Moderate
455.2,131.7,78.6,155.9,7.32,1.25,56.55,18.26,68.49,Healthy
109.8,12.1,7.7,15.6,4.82,0.6,12.73,38.36,26.9,Poor
460.6,87.8,63.9,87.5,6.42,1.22,19.38,24.84,63.38,Moderate
233.8,17.6,8.5,17.0,4.46,0.46,14.84,9.42,24.74,Poor
466.7,37.2,12.2,50.7,4.26,0.42,34.92,23.87,38.35,Poor
138.8,17.1,15.3,57.8,4.42,0.39,23.81,23.57,34.24,Poor
492.6,35.7,34.4,162.6,6.62,0.91,77.17,21.54,65.17,Healthy
489.5,103.4,47.2,136.8,5.24,0.88,43.56,30.03,56.42,Moderate
466.9,38.8,4.2,37.0,5.02,0.21,17.61,20.63,37.53,Poor
832.9,90.0,49.4,174.3,6.86,1.09,79.56,23.28,70.1,Healthy
197.3,13.1,11.1,14.4,4.16,0.36,36.62,8.9,26.34,Poor
568.5,141.6,68.2,194.2,6.75,1.32,59.27,23.15,77.94,Healthy
430.3,55.0,39.4,73.8,7.64,1.35,45.07,22.28,55.46,Moderate
359.1,78.7,23.8,81.0,8.47,1.41,51.64,29.11,47.53,Moderate
381.3,10.2,14.7,57.1,4.66,0.24,40.32,27.95,39.28,Poor
275.6,111.6,26.7,107.8,5.63,0.73,37.93,15.22,53.07,Moderate
747.9,95.3,31.6,92.7,8.1,1.26,41.73,20.61,54.09,Moderate
152.3,34.2,14.0,41.6,5.0,0.22,19.75,26.33,36.97,Poor
212.1,21.3,8.3,33.2,4.29,0.42,20.44,9.4,24.96,Poor
553.8,26.8,33.0,136.7,6.82,1.25,57.9,26.57,67.0,Healthy
783.4,202.4,47.0,233.0,6.57,0.96,52.11,15.63,77.53,Healthy
583.0,132.2,36.2,88.3,7.68,1.07,32.48,26.48,56.38,Moderate
403.4,33.9,6.8,19.8,5.01,0.19,23.26,34.95,34.06,Poor
873.9,133.1,80.0,224.1,6.94,0.86,66.76,25.23,77.27,Healthy
448.4,18.6,11.9,39.4,3.9,0.17,38.25,33.65,29.98,Poor
676.0,50.8,46.1,142.3,6.41,0.68,60.71,18.91,69.23,Healthy
396.6,78.7,60.5,91.8,7.17,1.42,26.61,24.12,58.55,Moderate
669.9,117.6,49.5,130.0,5.87,0.57,42.08,23.11,64.58,Moderate
508.7,90.5,40.5,77.8,4.92,1.17,47.75,12.57,50.31,Moderate
699.2,43.5,41.6,132.1,6.71,0.63,59.3,29.17,67.12,Healthy
440.1,13.9,16.0,56.5,5.07,0.28,21.97,28.05,39.22,Poor
399.8,18.3,13.2,16.1,3.97,0.32,37.29,20.92,32.48,Poor
517.0,108.5,64.1,183.1,6.77,1.49,52.99,22.68,72.93,Healthy
394.1,57.0,69.2,144.6,6.8,1.03,72.66,25.96,67.53,Healthy
229.4,59.8,65.1,96.6,5.33,0.54,59.3,17.52,55.75,Moderate
453.1,52.1,48.4,146.3,6.03,0.66,57.61,23.47,66.46,Healthy
439.6,61.3,34.4,81.8,7.56,1.92,68.36,28.61,54.31,Moderate
681.2,58.8,52.8,130.0,6.26,0.89,72.73,28.11,66.79,Healthy
500.7,39.9,81.0,131.1,6.26,1.41,72.32,28.06,67.35,Healthy
49.2,12.3,16.7,63.9,4.52,0.32,16.25,24.42,32.53,Poor
676.6,128.4,38.4,187.1,6.25,1.61,80.79,20.91,68.68,Healthy
462.4,22.9,3.0,17.5,4.92,0.46,9.57,36.78,29.76,Poor
335.7,98.1,52.3,102.0,4.91,0.41,57.36,17.81,52.82,Moderate
562.4,140.0,68.0,221.5,7.12,1.75,59.12,27.16,72.61,Healthy
136.4,57.8,12.9,57.5,5.81,3.28,26.59,35.01,38.53,Poor
695.0,198.6,54.0,176.9,6.13,1.74,65.15,24.04,76.23,Healthy
600.7,133.8,52.5,233.1,6.92,1.16,60.65,21.94,76.26,Healthy
492.5,31.8,42.9,164.3,6.41,1.09,65.33,22.29,69.86,Healthy
251.5,34.1,5.6,28.5,4.08,0.24,19.32,21.59,28.43,Poor
88.4,12.1,18.3,28.2,4.99,0.29,32.25,12.22,34.11,Poor
340.3,127.5,50.9,101.6,5.75,0.48,56.92,24.15,64.46,Moderate
564.4,105.2,56.3,183.7,6.41,1.89,57.49,22.46,73.52,Healthy
718.7,49.1,57.5,146.6,6.51,1.09,56.85,29.52,71.96,Healthy
78.1,18.0,13.4,18.4,3.94,0.17,21.15,9.24,20.33,Poor
136.9,36.0,9.0,55.3,4.34,0.54,13.92,32.89,27.97,Poor
527.8,48.3,48.2,166.5,6.43,1.08,79.69,27.85,66.91,Healthy
269.2,13.1,8.6,36.5,7.97,3.45,52.92,25.49,39.84,Poor
300.3,116.3,63.1,81.1,6.08,1.03,30.99,22.96,62.36,Moderate
571.8,144.6,55.8,179.7,6.51,1.8,62.64,22.06,75.93,Healthy
301.7,61.6,17.6,98.4,7.75,1.58,57.43,23.45,55.79,Moderate
413.0,103.4,22.6,125.4,5.54,0.88,35.64,23.17,57.01,Moderate
