luminosity,N,P,K,ph,EC,humidity,temperature,score,soil_quality
152.8,114.5,55.5,205.9,7.86,3.16,73.22,7.58,45.89,Moderate
100.4,197.2,6.2,10.0,4.84,3.66,60.39,16.39,41.7,Moderate
625.2,175.7,104.5,30.9,7.58,2.24,94.94,21.31,56.85,Moderate
1003.8,171.8,135.2,166.6,9.47,0.61,70.12,28.82,60.16,Moderate
295.2,60.9,4.2,52.5,5.72,2.1,49.44,31.15,50.2,Moderate
869.7,37.3,116.7,187.7,5.0,2.23,39.32,35.56,54.16,Moderate
42.7,15.1,13.6,199.3,6.84,1.22,22.92,9.1,49.42,Moderate
1052.1,228.5,112.7,202.8,9.12,0.01,80.91,25.73,59.01,Moderate
1110.4,87.1,68.2,164.7,8.65,2.52,90.18,24.17,49.97,Moderate
575.2,3.0,93.5,132.6,4.12,3.79,79.63,37.81,32.78,Poor
911.8,63.1,49.8,61.4,4.34,1.42,38.24,44.86,39.26,Poor
476.0,228.0,1.8,2.1,6.35,1.82,80.94,29.96,61.46,Moderate
892.1,143.7,1.1,10.5,6.1,0.27,23.15,42.77,47.44,Moderate
247.4,32.4,64.4,254.8,5.07,3.24,65.33,13.11,48.88,Moderate
786.6,32.9,124.8,237.7,6.73,0.89,17.69,5.12,61.01,Moderate
305.2,146.2,14.1,240.0,7.31,2.53,54.08,37.48,56.97,Moderate
764.6,228.1,35.5,297.8,9.23,3.91,81.27,39.78,42.66,Moderate
584.0,135.7,102.4,138.4,4.76,1.74,58.56,40.5,55.9,Moderate
1053.9,88.4,18.6,31.3,6.17,1.13,37.75,40.46,56.76,Moderate
389.9,49.8,99.4,33.0,7.0,3.84,33.41,40.85,44.06,Moderate
738.5,152.3,9.5,263.7,3.7,0.06,26.37,8.87,39.03,Poor
196.6,68.6,11.7,179.5,7.5,3.93,65.09,34.24,46.13,Moderate
943.6,202.5,129.4,122.5,7.87,2.71,46.42,32.07,63.07,Moderate
1157.4,133.5,77.4,87.3,6.15,2.88,33.13,13.42,60.55,Moderate
183.2,265.5,58.7,172.6,6.65,3.5,43.18,23.45,67.73,Healthy
163.6,36.2,23.0,102.5,8.83,2.96,86.77,8.99,26.53,Poor
633.1,175.4,26.0,281.6,4.93,0.45,95.15,38.85,50.6,Moderate
948.1,267.6,17.2,209.5,3.94,0.55,47.39,10.51,51.9,Moderate
904.6,27.8,104.7,7.7,7.78,2.96,93.1,32.12,44.81,Moderate
446.7,279.6,24.5,270.3,7.15,1.93,32.87,36.72,64.46,Moderate
422.5,96.7,64.1,21.7,8.98,0.4,26.35,20.6,37.53,Poor
394.0,111.1,135.9,147.8,7.63,2.09,6.44,40.22,47.88,Moderate
654.9,15.5,96.0,233.5,7.59,1.65,41.26,25.69,62.97,Moderate
66.6,81.9,33.7,52.7,5.63,3.08,54.7,8.99,44.47,Moderate
489.6,143.0,70.6,57.0,6.26,1.71,57.24,32.16,67.6,Healthy
750.7,233.4,62.2,14.8,8.79,3.64,60.15,21.24,48.67,Moderate
648.9,56.6,61.4,17.0,5.51,0.58,75.71,7.47,48.81,Moderate
878.3,65.7,66.6,133.7,5.33,1.85,44.15,31.21,57.72,Moderate
249.3,12.0,39.7,4.4,3.82,3.92,26.86,36.49,19.21,Poor
778.2,259.4,46.0,22.2,8.94,2.41,35.31,34.51,43.05,Moderate
310.1,247.6,16.0,14.7,7.14,1.43,37.12,42.6,53.34,Moderate
1118.6,237.7,82.3,41.8,5.94,3.54,58.55,24.44,70.07,Healthy
188.1,36.1,39.2,286.8,7.57,0.9,15.39,21.65,52.71,Moderate
1191.3,73.0,39.2,115.5,6.96,1.58,22.42,36.34,57.21,Moderate
665.2,37.2,19.5,191.4,4.14,2.86,12.31,22.02,34.0,Poor
158.3,184.8,68.7,221.0,3.87,1.27,57.71,17.89,55.49,Moderate
314.6,102.3,8.6,202.5,8.32,0.22,71.28,42.26,42.44,Moderate
751.6,26.9,29.7,116.2,9.07,3.22,21.33,5.34,23.84,Poor
55.7,41.1,32.4,164.1,8.07,0.08,77.67,8.79,40.08,Moderate
203.2,21.9,3.1,161.8,5.18,2.46,56.18,26.98,48.9,Moderate
753.1,58.7,107.4,64.4,4.32,3.96,89.34,19.66,39.05,Poor
352.3,36.5,14.9,235.1,9.06,3.3,72.86,13.1,34.1,Poor
520.2,92.4,126.8,77.8,5.05,2.14,30.36,5.54,46.58,Moderate
775.7,168.3,62.9,115.3,7.2,2.6,34.02,25.27,62.12,Moderate
164.6,266.6,23.6,61.3,8.86,0.05,77.39,23.38,46.41,Moderate
80.2,147.1,88.5,222.2,8.86,1.62,79.11,36.19,47.68,Moderate
761.7,113.6,132.4,97.1,4.51,3.41,60.92,13.26,50.91,Moderate
197.1,255.6,76.0,142.1,5.83,3.79,60.6,38.13,59.61,Moderate
272.7,158.8,119.0,229.5,8.21,3.59,28.43,30.6,49.42,Moderate
1180.3,16.6,58.5,202.0,4.63,2.76,39.11,5.57,42.94,Moderate
895.7,118.8,53.1,32.1,6.98,0.69,54.85,32.5,64.35,Moderate
284.2,60.8,59.1,97.3,8.47,1.93,57.64,20.68,49.55,Moderate
859.6,225.0,18.7,131.8,5.56,2.63,33.71,33.19,56.39,Moderate
301.0,47.2,61.2,127.3,7.19,2.85,66.17,15.92,54.61,Moderate
465.4,213.1,107.4,57.1,4.21,1.22,92.48,24.97,53.32,Moderate
1155.2,52.4,95.2,144.9,7.98,0.18,27.83,39.75,49.19,Moderate
1180.3,253.7,79.9,180.3,5.89,2.92,39.48,33.21,68.87,Healthy
514.1,75.9,138.6,84.0,8.82,2.54,78.75,29.53,46.45,Moderate
90.7,36.8,122.8,168.7,9.34,0.05,82.93,18.65,41.91,Moderate
126.1,203.8,7.3,221.4,8.53,2.87,34.95,26.77,45.59,Moderate
498.1,10.0,120.3,1.3,4.52,0.29,73.26,34.97,42.87,Moderate
599.6,220.4,7.2,116.7,8.58,1.09,81.89,22.61,53.18,Moderate
182.1,265.7,122.7,165.4,5.63,0.52,24.91,35.26,62.68,Moderate
1012.8,142.9,49.8,14.8,9.32,2.64,88.98,39.88,34.59,Poor
623.2,185.1,120.8,226.8,6.96,2.61,35.77,32.81,68.54,Healthy
288.1,72.6,105.1,89.4,8.41,1.14,48.19,5.89,46.94,Moderate
41.2,19.5,69.0,37.1,8.23,1.26,53.18,28.75,47.89,Moderate
781.5,154.8,89.0,0.3,5.43,3.2,70.8,32.38,54.18,Moderate
575.6,25.9,128.2,109.1,4.0,2.96,38.43,5.34,34.57,Poor
696.7,6.8,138.1,128.5,6.06,1.56,16.93,30.25,60.43,Moderate
65.9,226.8,120.4,200.0,4.23,3.04,94.38,8.5,42.4,Moderate
1116.5,47.9,75.4,127.7,6.52,0.31,84.67,38.4,62.57,Moderate
240.8,6.7,73.6,205.4,8.85,2.1,34.27,32.19,39.61,Poor
634.6,271.0,53.4,227.8,5.97,3.56,95.42,27.4,63.02,Moderate
722.1,23.0,6.9,261.3,8.18,3.38,15.6,30.35,37.79,Poor
179.1,69.8,0.7,262.2,6.3,2.1,41.35,37.46,56.68,Moderate
1148.7,192.5,26.3,81.7,7.3,1.84,34.08,6.79,56.43,Moderate
672.0,154.4,14.3,260.2,9.17,1.45,89.95,6.25,42.08,Moderate
190.8,89.6,100.7,247.5,3.71,0.25,74.85,26.77,49.86,Moderate
464.1,16.5,88.7,131.8,9.33,3.1,95.8,5.88,27.64,Poor
114.3,56.7,104.8,32.4,4.78,1.44,44.38,21.58,50.75,Moderate
414.5,29.0,63.8,115.7,4.41,1.17,72.59,30.85,47.6,Moderate
852.7,200.1,85.6,120.4,3.58,0.03,73.68,38.32,47.55,Moderate
499.2,47.8,41.9,54.8,7.8,0.32,72.16,11.81,46.47,Moderate
410.9,209.3,91.8,192.5,3.72,1.67,66.74,30.35,56.14,Moderate
229.4,28.5,111.6,265.9,3.62,1.39,47.77,35.92,48.17,Moderate
522.8,255.9,82.2,156.0,8.51,3.67,24.65,39.32,42.12,Moderate
79.1,271.6,36.8,9.4,4.29,1.66,64.81,33.2,48.25,Moderate
452.7,267.7,56.8,204.5,8.92,3.21,10.58,44.43,34.36,Poor
992.7,215.7,16.4,270.8,4.23,2.84,50.93,31.16,53.91,Moderate
668.6,148.4,131.3,247.8,4.79,3.66,25.72,44.69,45.41,Moderate
59.1,72.7,13.1,193.0,8.44,3.93,71.79,39.27,33.65,Poor
124.7,87.1,121.3,268.9,4.2,3.79,60.04,24.97,51.48,Moderate
703.1,253.5,29.4,105.1,4.04,0.77,86.72,25.25,50.77,Moderate
1023.6,156.7,66.4,265.3,6.67,3.66,29.06,23.14,67.95,Healthy
757.9,129.2,37.6,109.8,4.4,2.64,76.19,16.82,45.36,Moderate
446.5,97.9,44.0,109.3,8.01,0.47,89.55,36.7,44.56,Moderate
555.3,137.6,17.3,78.6,5.08,1.24,33.32,7.22,46.34,Moderate
850.7,277.3,76.7,232.6,9.49,2.02,38.54,17.39,57.18,Moderate
827.5,255.3,8.3,155.8,5.67,3.39,67.58,40.38,56.5,Moderate
704.7,232.7,118.9,160.5,8.97,1.58,19.52,32.93,51.26,Moderate
243.7,56.2,11.8,269.1,6.52,0.41,42.15,29.91,63.39,Moderate
561.7,48.6,114.5,220.9,8.29,0.58,12.15,12.36,46.07,Moderate
2.1,39.7,72.9,299.8,4.05,3.33,36.91,30.74,38.06,Poor
927.1,128.5,72.7,78.2,6.01,2.73,78.3,35.64,59.08,Moderate
675.1,91.9,52.2,285.5,5.01,3.96,74.01,28.59,53.01,Moderate
174.3,131.1,26.2,171.6,4.39,3.69,40.5,36.6,35.12,Poor
154.4,223.8,99.5,37.4,7.85,0.75,59.86,9.23,58.17,Moderate
425.1,229.9,2.0,243.3,6.97,1.72,63.28,5.24,64.93,Moderate
668.6,119.8,26.4,26.3,7.7,3.42,44.04,10.9,42.8,Moderate
172.4,158.8,83.3,63.8,4.28,2.18,87.64,38.57,38.95,Poor
297.1,43.2,118.0,6.7,5.57,1.12,84.53,30.12,55.16,Moderate
296.6,225.0,106.8,65.9,3.62,3.5,73.77,20.64,45.33,Moderate
931.4,188.7,63.7,174.2,4.09,0.05,97.76,33.27,45.33,Moderate
294.9,211.2,77.7,284.0,8.41,3.34,22.31,10.84,45.3,Moderate
694.7,256.6,39.1,291.2,6.72,1.84,81.05,21.37,77.32,Healthy
892.1,125.4,1.5,250.2,8.87,1.09,84.9,40.61,44.52,Moderate
639.3,190.8,74.8,102.7,8.47,1.64,43.28,17.4,54.93,Moderate
768.3,273.2,70.1,48.3,8.66,1.41,6.65,29.62,48.1,Moderate
588.6,10.1,118.7,53.2,5.33,3.62,85.49,14.32,43.87,Moderate
952.4,187.4,1.0,15.6,5.69,1.52,26.09,13.71,53.49,Moderate
261.8,168.6,105.4,192.7,6.91,0.82,18.11,44.95,57.69,Moderate
411.7,59.4,105.9,40.7,4.67,1.76,27.12,13.17,42.78,Moderate
545.8,238.9,97.2,263.0,6.52,2.26,11.83,30.37,70.55,Healthy
1001.8,83.9,124.9,104.0,3.8,3.86,96.46,43.01,32.79,Poor
827.3,186.0,49.4,81.9,4.08,1.0,6.38,41.61,36.33,Poor
855.5,244.1,16.3,109.3,5.88,0.28,38.54,11.86,60.86,Moderate
520.1,131.3,66.9,101.2,9.2,3.21,52.95,5.05,36.42,Poor
934.7,119.3,114.7,57.2,6.2,0.45,34.68,39.38,62.34,Moderate
567.0,84.3,139.5,161.6,7.51,1.45,29.43,18.82,63.03,Moderate
168.1,227.6,92.1,165.0,6.86,1.42,47.94,7.77,68.22,Healthy
126.8,213.0,99.4,222.1,6.11,1.35,24.96,20.8,70.5,Healthy
1053.4,41.7,37.6,238.7,9.16,0.54,55.43,10.86,47.41,Moderate
938.9,168.0,15.4,209.3,3.91,1.9,53.65,20.35,53.46,Moderate
420.1,187.4,43.0,233.2,6.03,2.44,12.26,32.29,57.14,Moderate
1171.5,178.6,121.4,106.8,5.21,1.49,16.88,24.49,64.6,Moderate
396.6,71.5,100.8,41.9,6.78,1.36,42.85,11.32,61.0,Moderate
964.8,126.1,3.7,38.6,3.83,1.57,42.02,13.86,40.72,Moderate
146.8,65.8,35.3,111.2,8.12,1.02,61.02,23.42,54.53,Moderate
692.8,263.8,0.3,17.3,6.66,1.14,57.24,39.0,67.01,Healthy
1130.8,80.7,136.6,153.9,4.55,3.67,19.37,31.96,45.27,Moderate
1013.4,58.5,124.7,0.4,8.39,1.14,27.66,41.5,45.15,Moderate
424.7,119.2,70.0,27.4,9.04,3.65,87.16,21.76,34.46,Poor
861.7,55.9,87.4,214.1,9.4,3.45,14.79,14.87,35.29,Poor
724.0,2.4,91.6,42.7,4.34,2.53,76.43,7.61,36.76,Poor
710.1,136.9,99.8,7.3,6.03,2.78,85.67,14.52,56.81,Moderate
710.2,72.8,45.6,44.3,7.03,3.99,25.43,17.76,46.63,Moderate
940.0,226.1,66.9,190.4,7.18,0.09,20.52,10.27,60.59,Moderate
276.8,243.2,62.1,294.8,9.02,0.92,45.31,26.76,58.56,Moderate
835.3,211.1,139.2,95.0,8.82,1.88,48.82,29.96,59.05,Moderate
759.7,13.8,4.6,210.6,6.38,3.19,5.97,36.71,44.92,Moderate
614.1,244.0,8.7,116.5,9.47,1.65,19.22,15.5,41.39,Moderate
1107.1,258.9,50.8,177.1,3.91,3.26,23.07,21.93,47.91,Moderate
415.5,253.3,9.1,166.9,5.81,2.37,21.96,29.18,57.47,Moderate
6.0,128.3,89.0,25.0,4.95,2.51,63.62,33.55,48.4,Moderate
880.2,2.2,103.1,35.5,8.27,0.81,74.79,29.03,51.41,Moderate
1050.6,126.9,84.8,99.1,5.1,1.02,73.53,20.21,63.7,Moderate
747.1,92.9,0.7,50.0,9.01,1.13,96.37,28.18,37.66,Poor
761.0,111.7,135.8,102.7,3.77,0.11,64.73,30.59,52.33,Moderate
311.5,39.0,71.5,105.1,8.74,2.19,80.94,16.89,40.25,Moderate
626.2,225.6,48.3,184.6,3.72,0.35,91.54,30.22,47.49,Moderate
360.4,50.0,45.9,13.0,8.32,3.76,11.37,43.87,21.03,Poor
784.9,168.2,49.8,43.2,7.17,3.11,82.55,34.41,53.49,Moderate
1197.7,159.5,85.8,159.7,8.57,3.61,62.93,34.74,52.56,Moderate
1199.6,259.7,134.0,206.1,4.44,2.11,85.47,21.22,66.35,Healthy
661.5,50.0,40.6,80.8,7.13,0.2,96.99,40.84,45.64,Moderate
19.5,87.3,65.2,51.4,7.97,3.76,72.38,17.97,41.44,Moderate
870.8,24.2,34.8,223.9,7.67,3.62,55.62,18.97,53.35,Moderate
576.8,204.1,100.6,14.8,5.17,2.59,27.69,34.6,50.17,Moderate
336.6,72.9,41.8,124.0,7.19,1.58,21.85,20.76,54.18,Moderate
592.0,123.1,77.2,276.4,3.76,2.96,30.75,21.59,46.73,Moderate
424.6,29.5,26.1,229.5,5.27,3.02,22.93,16.75,43.13,Moderate
1070.5,124.0,115.5,171.9,3.57,0.76,56.6,9.16,54.73,Moderate
288.3,122.3,111.4,73.7,3.54,0.88,13.69,41.68,34.7,Poor
30.4,174.2,65.7,105.7,5.18,0.18,58.42,17.46,56.67,Moderate
31.2,45.2,135.4,296.8,9.07,2.9,93.82,17.81,41.82,Moderate
58.2,37.2,96.4,149.5,5.73,3.98,78.17,15.13,48.46,Moderate
806.2,61.1,64.5,170.1,8.49,0.27,33.56,13.64,45.72,Moderate
461.3,197.9,51.1,92.2,7.58,1.87,37.35,26.93,59.25,Moderate
68.2,260.4,123.5,156.5,7.7,0.9,65.31,27.06,71.15,Healthy
848.7,51.5,83.5,249.9,9.22,3.89,76.75,16.23,42.41,Moderate
703.2,9.7,88.2,134.5,7.37,3.69,88.67,9.14,44.26,Moderate
331.5,134.8,131.7,123.1,8.88,1.13,66.77,20.08,56.77,Moderate
736.3,12.0,78.7,47.5,6.54,2.85,78.48,19.02,58.85,Moderate
656.0,127.6,70.9,106.0,5.46,0.61,34.01,33.24,56.25,Moderate
797.9,107.6,48.7,173.3,4.81,2.67,11.25,20.69,45.15,Moderate
492.4,16.5,96.9,70.4,8.85,3.65,15.6,40.04,24.42,Poor
788.6,79.9,6.7,237.6,9.1,3.01,11.48,38.48,29.24,Poor
1143.4,220.0,44.5,168.8,8.2,2.24,69.1,31.51,60.95,Moderate
582.1,175.3,96.6,194.9,4.66,0.7,51.42,36.24,58.66,Moderate
855.3,176.8,115.9,50.3,7.98,1.58,52.11,18.24,64.03,Moderate
247.8,228.6,85.0,5.4,7.66,0.51,59.59,12.71,59.21,Moderate
555.4,209.9,39.7,25.9,3.57,2.74,22.34,26.91,37.8,Poor
395.6,200.0,35.5,133.6,8.1,2.57,49.67,32.87,51.9,Moderate
897.1,67.9,22.3,198.4,3.6,0.01,83.23,21.44,43.53,Moderate
1108.3,204.4,87.4,277.9,5.65,1.92,94.6,16.77,69.52,Healthy
621.2,145.5,129.0,236.5,7.04,1.07,46.2,33.44,74.36,Healthy
530.2,176.4,104.2,297.8,7.87,3.26,51.8,20.43,64.49,Moderate
500.4,120.6,16.5,78.6,6.45,2.95,86.6,39.7,50.94,Moderate
709.7,125.0,136.0,82.7,4.85,3.15,19.79,25.71,49.77,Moderate
1088.0,67.2,83.3,87.2,6.5,2.07,73.04,12.38,66.8,Healthy
966.5,279.7,36.1,140.5,7.14,1.94,11.13,22.36,64.58,Moderate
1084.5,99.0,45.7,276.3,4.52,2.43,27.86,16.54,50.31,Moderate
12.4,63.0,33.1,166.1,4.12,2.39,49.59,42.95,33.39,Poor
481.2,148.7,42.5,117.9,6.15,0.53,49.56,38.82,61.17,Moderate
147.1,94.1,39.2,201.6,8.07,2.07,34.27,20.7,49.48,Moderate
63.8,147.6,56.3,10.8,5.7,0.29,44.27,7.45,48.73,Moderate
1059.3,152.1,5.5,181.2,8.74,3.82,70.81,22.06,46.78,Moderate
235.9,22.1,37.4,67.9,7.07,1.47,27.48,36.61,47.5,Moderate
987.3,166.5,121.8,255.1,7.98,3.77,21.88,18.62,56.17,Moderate
423.7,80.2,24.5,82.4,8.22,2.81,41.37,30.18,41.74,Moderate
580.3,43.0,75.0,295.9,6.04,1.48,16.39,8.16,57.69,Moderate
211.2,47.5,46.5,250.6,5.36,1.87,34.03,9.55,49.24,Moderate
336.5,8.4,125.3,134.8,8.5,1.85,85.58,8.55,42.29,Moderate
298.1,85.9,111.3,231.4,5.71,0.2,24.36,6.51,53.43,Moderate
417.9,8.0,129.9,43.1,3.66,2.27,78.62,7.53,35.19,Poor
618.3,197.9,83.8,54.9,6.45,0.2,31.4,16.93,65.72,Healthy
1186.5,0.9,70.0,103.5,4.96,0.01,75.96,24.65,53.94,Moderate
395.9,194.4,21.2,79.9,5.99,2.27,65.65,43.89,55.48,Moderate
780.5,179.4,58.0,152.6,9.2,3.3,96.17,33.99,38.25,Poor
380.3,239.4,66.5,110.3,6.23,2.4,81.43,12.7,63.48,Moderate
1063.6,144.3,76.1,161.4,7.73,0.02,81.37,7.21,55.36,Moderate
1146.1,89.9,81.1,66.3,5.79,3.88,78.53,25.6,58.03,Moderate
757.9,35.4,127.1,65.8,4.66,0.29,50.48,33.55,51.14,Moderate
434.0,165.9,90.5,250.0,9.48,1.79,28.23,42.7,43.84,Moderate
1187.4,164.9,1.8,191.0,6.11,2.23,57.22,37.94,66.57,Healthy
565.3,102.7,29.5,294.7,8.65,3.92,84.06,44.91,35.37,Poor
424.1,234.4,17.4,223.3,8.31,3.58,91.01,30.15,45.72,Moderate
357.9,57.2,2.1,129.6,9.34,2.67,21.03,14.0,27.27,Poor
847.1,190.5,94.8,81.9,9.27,3.36,94.85,16.26,40.59,Moderate
524.3,27.9,39.5,253.0,8.84,1.15,70.27,19.17,50.37,Moderate
1002.2,9.2,85.4,272.5,5.81,0.64,97.59,32.81,60.7,Moderate
638.7,90.9,30.1,256.2,9.25,1.43,50.64,26.88,52.29,Moderate
209.4,256.5,9.2,212.1,8.05,0.8,93.71,16.92,53.39,Moderate
274.3,95.2,109.9,155.4,9.01,3.16,8.84,5.53,27.95,Poor
839.9,260.4,19.0,185.9,9.05,1.85,74.46,17.27,53.01,Moderate
1049.6,104.9,121.4,190.1,8.04,3.45,75.97,44.39,50.33,Moderate
137.1,103.2,41.9,271.5,4.92,0.98,78.81,19.81,56.07,Moderate
853.7,58.8,87.8,99.4,6.92,3.94,12.03,35.33,47.15,Moderate
618.5,229.3,9.4,144.5,9.08,0.11,25.89,27.88,43.03,Moderate
848.0,76.9,107.4,121.3,5.48,0.5,54.04,35.58,61.9,Moderate
758.0,133.4,68.0,177.0,5.63,2.94,61.15,20.77,65.09,Healthy
216.4,190.0,124.7,262.7,4.42,1.6,57.91,10.09,60.17,Moderate
332.2,164.5,25.6,136.3,9.15,2.91,42.97,5.96,34.05,Poor
1067.5,172.9,16.4,22.5,8.83,0.7,88.38,22.27,46.3,Moderate
1104.2,204.1,127.4,16.6,8.6,1.84,87.67,25.6,57.31,Moderate
320.9,144.0,50.7,149.6,5.44,1.78,33.39,8.6,51.49,Moderate
121.5,262.2,105.6,285.1,5.31,3.77,62.35,25.62,67.28,Healthy
150.0,236.5,28.5,14.4,9.1,2.48,24.78,10.99,31.83,Poor
800.7,134.3,135.4,47.1,7.7,1.41,65.8,22.74,68.94,Healthy
147.5,68.0,27.7,102.6,7.36,1.43,77.44,36.1,50.81,Moderate
1010.4,40.7,99.3,105.0,3.52,2.71,27.77,16.17,39.54,Poor
391.9,104.4,77.2,272.3,8.5,0.48,8.71,23.02,48.42,Moderate
584.6,210.4,51.6,104.5,7.99,1.47,23.93,31.91,53.44,Moderate
881.9,163.3,133.6,26.7,8.1,3.46,8.85,9.51,40.96,Moderate
873.0,38.0,97.6,204.6,5.23,2.45,97.03,25.77,55.33,Moderate
298.4,207.9,109.2,288.7,8.65,0.3,87.63,19.73,57.12,Moderate
41.0,22.6,128.9,50.5,3.51,3.14,33.43,43.56,26.61,Poor
991.7,239.7,67.5,241.9,4.74,1.91,92.59,12.29,58.0,Moderate
605.8,133.2,36.8,197.5,7.13,1.96,45.99,29.78,64.24,Moderate
1093.1,123.6,125.3,115.6,8.52,3.6,19.08,19.07,45.82,Moderate
603.5,44.0,104.1,17.9,9.33,2.71,8.83,19.38,31.4,Poor
692.1,118.7,134.9,287.6,9.34,3.65,13.73,7.88,38.28,Poor
159.3,114.8,107.8,240.0,8.83,2.57,74.07,27.79,50.5,Moderate
337.1,245.3,73.0,229.0,4.61,3.26,37.86,32.46,51.36,Moderate
540.1,119.8,42.5,116.1,7.93,2.69,52.04,37.55,48.68,Moderate
24.0,67.1,13.7,186.0,3.74,1.89,27.33,41.55,29.19,Poor
669.0,146.3,133.6,188.0,6.92,1.31,44.64,31.98,74.89,Healthy
950.4,152.3,136.8,12.1,4.28,0.12,64.34,19.49,55.98,Moderate
669.0,185.2,96.3,276.7,7.87,3.32,96.74,10.51,52.67,Moderate
439.9,39.4,24.7,264.9,5.74,2.46,60.74,15.92,59.43,Moderate
1115.6,157.2,91.9,104.6,7.69,3.76,81.71,40.28,50.73,Moderate
952.0,214.7,137.5,153.0,3.54,0.8,25.98,34.83,53.51,Moderate
539.3,133.9,104.4,132.7,6.52,3.05,55.46,27.68,70.78,Healthy
207.4,186.8,24.9,176.2,6.5,0.81,71.13,40.06,65.1,Healthy
250.6,201.5,41.9,260.3,5.31,3.48,7.84,9.66,42.98,Moderate
720.3,247.0,33.9,59.9,9.22,1.18,86.1,16.65,47.93,Moderate
377.9,225.6,106.5,11.2,6.12,2.42,81.67,25.49,66.03,Healthy
282.6,70.4,108.7,155.5,7.27,1.14,25.41,16.59,58.97,Moderate
373.1,4.7,88.2,267.2,8.06,2.36,74.21,7.94,48.41,Moderate
857.5,154.8,129.5,184.7,5.48,1.82,46.93,23.09,72.73,Healthy
999.5,148.7,126.1,131.2,4.59,1.46,96.45,40.06,52.11,Moderate
567.0,225.0,1.9,137.7,4.79,0.61,34.22,30.97,51.21,Moderate
846.1,171.3,54.8,42.1,9.16,2.73,47.4,20.0,45.24,Moderate
808.5,116.5,71.1,156.7,5.77,2.2,27.53,29.23,59.96,Moderate
926.7,249.7,100.1,3.7,6.57,1.42,10.9,12.04,65.13,Healthy
70.1,223.3,26.9,57.1,6.38,3.34,77.61,7.34,52.02,Moderate
914.4,76.8,125.4,104.9,7.59,1.5,94.82,23.67,62.53,Moderate
580.8,111.5,110.1,211.8,5.3,1.31,6.0,18.34,56.9,Moderate
713.5,102.5,23.0,185.0,7.28,1.56,66.59,34.02,62.26,Moderate
788.4,263.4,72.1,247.6,7.84,3.67,70.66,7.42,57.76,Moderate
1182.5,112.2,34.0,191.0,3.93,0.29,84.4,8.74,42.67,Moderate
1172.9,111.0,75.0,275.8,7.59,2.11,56.94,38.64,66.13,Healthy
885.4,37.7,104.6,101.9,3.53,1.86,57.68,37.6,46.66,Moderate
713.4,77.6,100.8,153.3,8.48,2.59,25.78,29.22,46.69,Moderate
1001.1,169.0,5.6,245.6,4.59,2.82,63.08,20.73,56.91,Moderate
1077.8,273.8,24.5,185.4,8.8,0.24,32.42,43.77,46.66,Moderate
828.4,155.4,60.6,158.0,8.15,3.21,57.09,17.72,55.51,Moderate
181.8,184.9,74.3,137.9,9.11,1.83,64.82,17.24,50.12,Moderate
533.7,148.4,59.7,182.9,4.95,0.06,85.39,17.74,52.98,Moderate
867.0,91.5,81.3,26.4,7.8,3.69,46.36,29.06,49.29,Moderate
845.5,162.3,130.1,65.5,4.45,1.01,19.01,32.22,51.49,Moderate
373.0,87.9,127.1,139.2,8.98,1.53,49.76,26.96,52.95,Moderate
176.6,241.7,18.3,210.3,4.85,0.54,84.01,32.31,52.94,Moderate
827.3,4.2,48.2,141.7,8.76,1.53,15.56,34.77,36.82,Poor
1052.1,247.1,8.6,123.3,6.85,1.24,7.27,26.43,65.27,Healthy
264.7,275.7,65.5,170.3,7.97,2.14,38.36,42.28,53.27,Moderate
1142.6,38.4,125.5,185.7,3.59,3.72,12.29,35.42,35.49,Poor
1135.7,152.8,29.2,291.6,7.63,3.12,10.92,24.73,56.17,Moderate
1077.7,251.3,82.0,297.4,7.8,1.72,93.13,29.9,69.42,Healthy
621.1,248.2,3.8,84.0,9.27,0.3,43.91,14.21,43.69,Moderate
194.2,56.4,57.7,220.9,7.37,1.68,14.21,24.34,54.47,Moderate
887.6,220.0,21.1,66.4,6.96,2.39,82.15,16.24,61.22,Moderate
636.3,32.4,121.2,194.6,4.93,0.63,63.87,10.34,57.19,Moderate
618.1,185.4,87.3,251.9,8.29,2.18,93.74,43.18,49.72,Moderate
640.7,75.3,21.8,136.4,6.69,2.53,11.36,20.38,53.2,Moderate
710.6,30.8,114.0,293.7,4.02,0.45,8.55,28.1,44.85,Moderate
518.7,10.6,0.3,47.8,5.57,1.06,91.57,33.17,44.8,Moderate
677.6,194.4,100.2,171.3,9.42,3.92,80.99,6.18,40.12,Moderate
9.4,40.9,97.9,36.7,7.22,2.49,42.62,43.87,44.83,Moderate
37.1,129.8,101.7,14.1,8.59,0.1,41.95,34.75,41.26,Moderate
309.7,97.7,97.8,79.0,5.97,2.59,96.52,8.43,49.41,Moderate
1079.3,101.5,110.3,23.6,4.61,2.38,45.81,9.37,48.43,Moderate
206.6,234.8,94.5,45.8,3.74,2.18,66.02,16.44,48.72,Moderate
1079.6,161.3,113.5,247.4,5.13,1.46,6.42,42.1,55.82,Moderate
963.2,45.8,6.0,128.4,7.84,0.95,61.51,42.99,50.82,Moderate
709.0,252.0,117.9,185.2,8.05,0.4,65.5,22.14,71.07,Healthy
471.8,214.3,107.4,27.5,9.4,2.08,81.63,6.52,41.82,Moderate
154.6,53.0,135.1,297.2,7.52,1.27,40.0,42.05,60.14,Moderate
333.6,15.4,39.6,187.9,7.23,0.36,10.33,16.97,46.9,Moderate
